conversation_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
nycbv,0.9565217391304348,0.4045977011494253,0.5686591276252019,0.9016393442622951,0.38018433179723504,0.5348460291734198,0.9184782608695652,0.38850574712643676,0.5460420032310177
nycvv,0.9640718562874252,0.17869034406215317,0.301498127340824,0.9036144578313253,0.16666666666666666,0.28142589118198874,0.9161676646706587,0.16981132075471697,0.28651685393258425
nyd1c,0.8962264150943396,0.8260869565217391,0.8597285067873303,0.8666666666666667,0.7982456140350878,0.8310502283105023,0.8679245283018868,0.8,0.832579185520362
nyd49,0.97,0.49238578680203043,0.6531986531986531,0.9393939393939394,0.4744897959183674,0.6305084745762712,0.95,0.48223350253807107,0.6397306397306397
nye95,0.9302325581395349,0.6299212598425197,0.7511737089201878,0.9005847953216374,0.6086956521739131,0.7264150943396227,0.9244186046511628,0.6259842519685039,0.7464788732394365
nye9v,0.9920844327176781,0.21497998856489423,0.3533834586466166,0.9656084656084656,0.20881006864988558,0.3433678269049859,0.9841688654353562,0.21326472269868496,0.3505639097744361
nyeak,0.983739837398374,0.4548872180451128,0.622107969151671,0.9672131147540983,0.44528301886792454,0.6098191214470284,0.967479674796748,0.4473684210526316,0.6118251928020565
nyedm,0.9919354838709677,0.06549520766773163,0.12287712287712291,0.9595141700404858,0.06311584553928096,0.1184407796101949,0.9919354838709677,0.06549520766773163,0.12287712287712291
nyf4x,0.9926650366748166,0.06476312011485086,0.12159329140461218,0.9509803921568627,0.06190172303765156,0.11623726782504494,0.9877750611246944,0.06444408996650183,0.12099430967355497
nyfbp,0.979381443298969,0.24611398963730569,0.3933747412008281,0.9583333333333334,0.23896103896103896,0.38253638253638256,0.9587628865979382,0.24093264248704663,0.3850931677018633
nyfhl,0.891566265060241,0.5826771653543307,0.7047619047619047,0.8414634146341463,0.5476190476190477,0.6634615384615384,0.8433734939759037,0.5511811023622047,0.6666666666666666
nyfwc,0.9430051813471503,0.21770334928229665,0.35374149659863946,0.8229166666666666,0.18922155688622755,0.3076923076923077,0.8341968911917098,0.19258373205741627,0.3129251700680272
nyh0c,0.9707602339181286,0.5442622950819672,0.6974789915966387,0.9352941176470588,0.5230263157894737,0.6708860759493671,0.9649122807017544,0.5409836065573771,0.6932773109243697
nyh6g,0.8655913978494624,0.05175184828029573,0.09766454352441614,0.5135135135135135,0.03054662379421222,0.057663125948406675,0.6397849462365591,0.03825136612021858,0.07218683651804671
nyhhb,0.9636363636363636,0.1606060606060606,0.2753246753246753,0.8807339449541285,0.1456752655538695,0.25,0.9454545454545454,0.15757575757575756,0.2701298701298701
nyhp7,0.9864864864864865,0.3914209115281501,0.5604606525911708,0.9387755102040817,0.3709677419354839,0.5317919075144509,0.9662162162162162,0.38337801608579086,0.5489443378119001
nyhpz,0.9551282051282052,0.14565004887585534,0.25275657336726043,0.8903225806451613,0.1350293542074364,0.2344944774851317,0.9102564102564102,0.13880742913000976,0.2408821034775233
nyi4y,0.9101123595505618,0.5328947368421053,0.6721991701244814,0.8409090909090909,0.4900662251655629,0.6192468619246863,0.8426966292134831,0.4934210526315789,0.6224066390041494
nyigt,0.9161676646706587,0.5953307392996109,0.7216981132075472,0.8373493975903614,0.54296875,0.6587677725118483,0.8982035928143712,0.5836575875486382,0.7075471698113208
nyj1o,0.8934426229508197,0.16873065015479877,0.2838541666666667,0.8016528925619835,0.15038759689922482,0.2532637075718016,0.8360655737704918,0.15789473684210525,0.265625
nyj3e,0.9491525423728814,0.3888888888888889,0.5517241379310345,0.8974358974358975,0.36585365853658536,0.5198019801980198,0.9322033898305084,0.3819444444444444,0.541871921182266
nyj90,0.9766536964980544,0.05192387256930078,0.09860538204674915,0.93359375,0.0494516863231947,0.093928080172922,0.9377431906614786,0.04985519238725693,0.09467688076998625
nyk5o,0.9736842105263158,0.35294117647058826,0.5180863477246208,0.920704845814978,0.3328025477707006,0.4888888888888889,0.9605263157894737,0.3481717011128776,0.5110851808634773
nykuk,0.9739583333333334,0.14876690533015116,0.2581090407177364,0.9109947643979057,0.13853503184713375,0.24049758120248793,0.9583333333333334,0.14638027048528243,0.25396825396825395
nylbo,0.9772727272727273,0.04908675799086758,0.0934782608695652,0.9083969465648855,0.04529881994670727,0.08629441624365483,0.9166666666666666,0.04604261796042618,0.08768115942028984
nym3q,0.9781420765027322,0.06345267635590217,0.11917443408788282,0.8901098901098901,0.0574468085106383,0.10792804796802132,0.8688524590163934,0.05636299184686282,0.10585885486018644
nymb8,0.9896907216494846,0.0602762662201758,0.11363188005523771,0.9620689655172414,0.058404856604563536,0.11012433392539965,0.9862542955326461,0.060066973629133526,0.11323732491615704
nymk4,0.775,0.007985574446161773,0.01580826109127996,0.6153846153846154,0.006183973202782788,0.012244897959183675,0.775,0.007985574446161773,0.01580826109127996
nyn39,0.9875776397515528,0.2373134328358209,0.38267148014440433,0.9375,0.2242152466367713,0.3618817852834741,0.9751552795031055,0.23432835820895523,0.37785800240673884
nynnf,0.9634146341463414,0.17007534983853606,0.2891125343092406,0.901840490797546,0.1584051724137931,0.26947754353803854,0.926829268292683,0.16361679224973089,0.27813357731015553
nynsm,0.967391304347826,0.5741935483870968,0.7206477732793523,0.945054945054945,0.5584415584415584,0.7020408163265306,0.9456521739130435,0.5612903225806452,0.7044534412955465
nynsr,0.9379310344827586,0.7472527472527473,0.8318042813455657,0.9027777777777778,0.7182320441988951,0.8,0.903448275862069,0.7197802197802198,0.8012232415902142
nynti,0.967391304347826,0.33969465648854963,0.5028248587570622,0.907103825136612,0.3173996175908222,0.4702549575070821,0.9239130434782609,0.3244274809160305,0.480225988700565
nyo3x,0.9841269841269841,0.3795918367346939,0.5478645066273933,0.9628647214854111,0.3707865168539326,0.5353982300884956,0.9708994708994709,0.37448979591836734,0.5405007363770251
nyoc8,0.9782608695652174,0.06495381062355658,0.12181916621548457,0.9344978165938864,0.061796130522668205,0.11592632719393282,0.9260869565217391,0.06148960739030023,0.11532214401732539
nyp3m,0.925,0.4457831325301205,0.6016260162601625,0.8734177215189873,0.41818181818181815,0.5655737704918032,0.875,0.42168674698795183,0.5691056910569107
nypcs,0.9098360655737705,0.578125,0.7070063694267517,0.8677685950413223,0.5497382198952879,0.6730769230769231,0.8852459016393442,0.5625,0.6878980891719745
nypvn,0.954248366013072,0.5637065637065637,0.7087378640776699,0.9144736842105263,0.5387596899224806,0.6780487804878049,0.9084967320261438,0.5366795366795367,0.6747572815533981
nyqcq,0.9862068965517241,0.47039473684210525,0.6369710467706013,0.972318339100346,0.46293245469522243,0.6272321428571429,0.9827586206896551,0.46875,0.6347438752783964
nyqrt,0.9029126213592233,0.7153846153846154,0.798283261802575,0.8627450980392157,0.6821705426356589,0.761904761904762,0.8737864077669902,0.6923076923076923,0.7725321888412017
nyqxi,0.9945054945054945,0.5501519756838906,0.7084148727984345,0.9668508287292817,0.5335365853658537,0.6876227897838899,0.978021978021978,0.541033434650456,0.6966731898238747
nyr6i,0.8936170212765957,0.19236641221374046,0.3165829145728643,0.8214285714285714,0.17584097859327216,0.2896725440806045,0.8226950354609929,0.17709923664122137,0.2914572864321608
nyrcv,0.9021739130434783,0.5684931506849316,0.6974789915966387,0.8461538461538461,0.5310344827586206,0.6525423728813559,0.8586956521739131,0.541095890410959,0.6638655462184874
nyrgu,0.9893048128342246,0.21997621878715815,0.35992217898832685,0.9408602150537635,0.20833333333333334,0.34113060428849906,0.9518716577540107,0.2116527942925089,0.3463035019455253
nyrj5,0.9927272727272727,0.13636363636363635,0.23978919631093545,0.9598540145985401,0.13143428285857073,0.2312087912087912,0.9781818181818182,0.13436563436563437,0.23627580149319277
nyrjy,0.9772727272727273,0.8012422360248447,0.8805460750853242,0.9618320610687023,0.7875,0.8659793814432989,0.9621212121212122,0.7888198757763976,0.8668941979522184
nyrtv,0.9675675675675676,0.1636197440585009,0.2799061767005473,0.907608695652174,0.15279048490393413,0.2615505090054816,0.9459459459459459,0.15996343692870202,0.2736512900703675
nysat,0.9621212121212122,0.5247933884297521,0.679144385026738,0.9083969465648855,0.49377593360995853,0.6397849462365592,0.9242424242424242,0.5041322314049587,0.6524064171122994
nysbq,0.9795918367346939,0.20839363241678727,0.3436754176610979,0.962457337883959,0.20419985517740769,0.33691756272401435,0.9693877551020408,0.20622286541244572,0.3400954653937947
nysfd,0.9615384615384616,0.6172839506172839,0.7518796992481203,0.941747572815534,0.6024844720496895,0.7348484848484848,0.9519230769230769,0.6111111111111112,0.7443609022556391
nyt2c,0.9555555555555556,0.5375,0.6880000000000001,0.917910447761194,0.5146443514644351,0.6595174262734584,0.9333333333333333,0.525,0.672
nyt8f,0.9734513274336283,0.4066543438077634,0.5736636245110821,0.9377777777777778,0.3907407407407407,0.5516339869281045,0.9601769911504425,0.4011090573012939,0.5658409387222947
nytfq,0.981042654028436,0.24041811846689895,0.38619402985074625,0.9333333333333333,0.22790697674418606,0.36635514018691584,0.8957345971563981,0.21951219512195122,0.35261194029850745
nytfy,0.9320987654320988,0.8118279569892473,0.867816091954023,0.9130434782608695,0.7945945945945946,0.8497109826589596,0.9135802469135802,0.7956989247311828,0.8505747126436781
nytlc,0.98,0.4016393442622951,0.5697674418604652,0.9463087248322147,0.3863013698630137,0.5486381322957199,0.9666666666666667,0.39617486338797814,0.562015503875969
nytq0,0.967741935483871,0.13316423589093215,0.23411371237458195,0.7916666666666666,0.108502538071066,0.19084821428571427,0.8709677419354839,0.11984781230183894,0.21070234113712374
nyufd,0.940677966101695,0.2764632627646326,0.4273339749759385,0.8680851063829788,0.2543640897755611,0.3934426229508196,0.8898305084745762,0.261519302615193,0.4042348411934552
nyurj,0.9793103448275862,0.17683686176836863,0.29957805907172996,0.9027777777777778,0.16209476309226933,0.2748414376321353,0.9586206896551724,0.17310087173100872,0.29324894514767935
nyv76,0.9367088607594937,0.9426751592356688,0.9396825396825397,0.9363057324840764,0.9423076923076923,0.939297124600639,0.9367088607594937,0.9426751592356688,0.9396825396825397
nyx78,0.8983050847457628,0.5921787709497207,0.7138047138047138,0.8717948717948718,0.5730337078651685,0.6915254237288136,0.8898305084745762,0.5865921787709497,0.707070707070707
nyxfp,0.9318181818181818,0.7677902621722846,0.8418891170431211,0.9041095890410958,0.7443609022556391,0.8164948453608247,0.9136363636363637,0.7528089887640449,0.8254620123203286
nyxqq,0.9074074074074074,0.8376068376068376,0.8711111111111111,0.897196261682243,0.8275862068965517,0.8609865470852017,0.8981481481481481,0.8290598290598291,0.8622222222222222
nyy21,0.9662162162162162,0.3333333333333333,0.49566724436741766,0.9183673469387755,0.31542056074766356,0.4695652173913044,0.9527027027027027,0.32867132867132864,0.48873483535528595
nyy3p,0.9663461538461539,0.25251256281407036,0.40039840637450197,0.9227053140096618,0.24025157232704403,0.38123752495009977,0.9326923076923077,0.24371859296482412,0.38645418326693226
nyyci,0.9402985074626866,0.5338983050847458,0.681081081081081,0.9242424242424242,0.5213675213675214,0.6666666666666666,0.9402985074626866,0.5338983050847458,0.681081081081081
nyys7,0.8974358974358975,0.5907172995780591,0.712468193384224,0.8193548387096774,0.538135593220339,0.649616368286445,0.8397435897435898,0.5527426160337553,0.6666666666666666
nyyvz,0.9583333333333334,0.3039647577092511,0.46153846153846145,0.9090909090909091,0.2869757174392936,0.43624161073825507,0.9236111111111112,0.29295154185022027,0.4448160535117057
nyywo,0.99,0.1907514450867052,0.3198707592891761,0.959866220735786,0.18444730077120822,0.30943396226415093,0.9766666666666667,0.18818240205523443,0.3155627355950458
nyz05,0.9773755656108597,0.3673469387755102,0.5339925834363412,0.9363636363636364,0.35093696763202725,0.5105328376703842,0.9004524886877828,0.33843537414965985,0.4919653893695921
nyzvj,0.958904109589041,0.09337483325922633,0.17017828200972449,0.8944954128440367,0.08674377224199288,0.15815085158150852,0.91324200913242,0.08892841262783459,0.16207455429497566
nz05j,0.9815950920245399,0.022308979364194088,0.04362644853442399,0.8738461538461538,0.019800599595621558,0.03872375238614672,0.911042944785276,0.020705521472392636,0.040490797546012265
nz0fd,0.9787234042553191,0.8023255813953488,0.8817891373801916,0.9571428571428572,0.783625730994152,0.8617363344051446,0.9645390070921985,0.7906976744186046,0.8690095846645367
nz0mb,0.9523809523809523,0.3783783783783784,0.5415860735009671,0.8904109589041096,0.3523035230352303,0.5048543689320388,0.9047619047619048,0.35945945945945945,0.5145067698259188
nz10n,0.9113924050632911,0.782608695652174,0.8421052631578948,0.89171974522293,0.7650273224043715,0.8235294117647058,0.9050632911392406,0.7771739130434783,0.8362573099415205
nz1e9,0.9781420765027322,0.5792880258899676,0.7276422764227644,0.945054945054945,0.5584415584415584,0.7020408163265306,0.9508196721311475,0.5631067961165048,0.7073170731707318
nz24k,0.963302752293578,0.5769230769230769,0.7216494845360825,0.8981481481481481,0.5359116022099447,0.6712802768166088,0.908256880733945,0.5439560439560439,0.6804123711340205
nz25e,0.9119496855345912,0.9797297297297297,0.9446254071661238,0.9113924050632911,0.9795918367346939,0.9442622950819672,0.9119496855345912,0.9797297297297297,0.9446254071661238
nz2hv,0.9495798319327731,0.4829059829059829,0.6402266288951841,0.9152542372881356,0.463519313304721,0.6153846153846153,0.9243697478991597,0.4700854700854701,0.623229461756374
nz2j8,0.94,0.49473684210526314,0.6482758620689655,0.8926174496644296,0.46830985915492956,0.6143187066974596,0.9,0.47368421052631576,0.6206896551724138
nz2mc,0.9835164835164835,0.3551587301587302,0.5218658892128281,0.9668508287292817,0.34791252485089463,0.5116959064327485,0.9615384615384616,0.3472222222222222,0.5102040816326531
nz2nz,0.9785932721712538,0.057564310127720814,0.10873258579680599,0.9049079754601227,0.05307664627563872,0.10027192386131883,0.908256880733945,0.05342687533729088,0.10091743119266056
nz33n,0.9158878504672897,0.8448275862068966,0.8789237668161435,0.9150943396226415,0.8434782608695652,0.8778280542986426,0.9158878504672897,0.8448275862068966,0.8789237668161435
nz35r,0.9714285714285714,0.1637239165329053,0.2802197802197802,0.910828025477707,0.15310492505353318,0.2621448212648946,0.9396825396825397,0.15837346174424827,0.2710622710622711
nz3sk,0.9880239520958084,0.632183908045977,0.7710280373831776,0.963855421686747,0.6153846153846154,0.7511737089201879,0.9760479041916168,0.6245210727969349,0.7616822429906542
nz47p,0.9647058823529412,0.5985401459854015,0.7387387387387389,0.9448818897637795,0.5853658536585366,0.7228915662650602,0.9607843137254902,0.5961070559610706,0.7357357357357358
nz4b6,0.9662921348314607,0.45989304812834225,0.6231884057971016,0.9204545454545454,0.43548387096774194,0.5912408759124087,0.9438202247191011,0.44919786096256686,0.608695652173913
nz6f7,0.9345794392523364,0.4784688995215311,0.6329113924050633,0.9056603773584906,0.46153846153846156,0.6114649681528663,0.9158878504672897,0.4688995215311005,0.6202531645569621
nz6fd,0.872,1.0,0.9316239316239316,0.8709677419354839,1.0,0.9310344827586207,0.872,1.0,0.9316239316239316
nz6n0,0.959349593495935,0.3010204081632653,0.458252427184466,0.9180327868852459,0.2864450127877238,0.4366471734892788,0.9186991869918699,0.288265306122449,0.4388349514563107
nz6qh,0.98,0.7313432835820896,0.8376068376068375,0.9494949494949495,0.706766917293233,0.8103448275862069,0.96,0.7164179104477612,0.8205128205128206
nz6yv,0.9818181818181818,0.6864406779661016,0.8079800498753116,0.9512195121951219,0.6638297872340425,0.7819548872180451,0.9757575757575757,0.6822033898305084,0.8029925187032418
nz7e5,0.9264705882352942,0.08355437665782493,0.15328467153284672,0.8059701492537313,0.07171314741035857,0.13170731707317074,0.8529411764705882,0.07692307692307693,0.1411192214111922
nz7kd,0.9042553191489362,0.4696132596685083,0.6181818181818182,0.8279569892473119,0.42777777777777776,0.5641025641025641,0.8723404255319149,0.4530386740331492,0.5963636363636364
nz7n0,0.8085106382978723,0.6972477064220184,0.748768472906404,0.7634408602150538,0.6574074074074074,0.7064676616915422,0.7872340425531915,0.6788990825688074,0.729064039408867
nz83a,0.9370629370629371,0.6600985221674877,0.7745664739884394,0.8943661971830986,0.6287128712871287,0.7383720930232559,0.8951048951048951,0.6305418719211823,0.7398843930635838
nz84t,0.9307692307692308,0.711764705882353,0.8066666666666668,0.9147286821705426,0.6982248520710059,0.7919463087248322,0.9307692307692308,0.711764705882353,0.8066666666666668
nz8c1,0.9351351351351351,0.5635179153094463,0.7032520325203252,0.8804347826086957,0.5294117647058824,0.6612244897959183,0.9243243243243243,0.5570032573289903,0.6951219512195121
nz8du,0.9279279279279279,0.6821192052980133,0.7862595419847328,0.8727272727272727,0.64,0.7384615384615385,0.8738738738738738,0.6423841059602649,0.7404580152671755
nz8tf,0.9622641509433962,0.46788990825688076,0.6296296296296297,0.9142857142857143,0.4423963133640553,0.5962732919254659,0.9150943396226415,0.44495412844036697,0.5987654320987654
nz927,0.9221556886227545,0.8651685393258427,0.8927536231884058,0.9096385542168675,0.8531073446327684,0.880466472303207,0.9161676646706587,0.8595505617977528,0.8869565217391304
nz936,0.9683544303797469,0.40583554376657827,0.5719626168224299,0.9299363057324841,0.3882978723404255,0.5478424015009381,0.9493670886075949,0.3978779840848806,0.5607476635514018
nz9bo,0.9790575916230366,0.551622418879056,0.7056603773584905,0.9526315789473684,0.5355029585798816,0.6856060606060607,0.9790575916230366,0.551622418879056,0.7056603773584905
nz9j9,0.9191176470588235,0.6188118811881188,0.7396449704142011,0.8888888888888888,0.5970149253731343,0.7142857142857142,0.8970588235294118,0.6039603960396039,0.7218934911242604
nz9mf,0.9722222222222222,0.264750378214826,0.4161712247324613,0.9217877094972067,0.25,0.39332538736591177,0.7388888888888889,0.20121028744326777,0.3162901307966706
nz9oi,0.9270833333333334,0.5329341317365269,0.6768060836501901,0.8947368421052632,0.5120481927710844,0.6513409961685824,0.8958333333333334,0.5149700598802395,0.6539923954372623
nzam4,0.9824561403508771,0.5925925925925926,0.7392739273927392,0.9469026548672567,0.5691489361702128,0.7109634551495017,0.9649122807017544,0.582010582010582,0.7260726072607261
nzar2,0.958904109589041,0.3753351206434316,0.5394990366088632,0.8896551724137931,0.3467741935483871,0.4990328820116054,0.9041095890410958,0.353887399463807,0.508670520231214
nzb1l,0.967479674796748,0.7677419354838709,0.8561151079136691,0.9508196721311475,0.7532467532467533,0.8405797101449275,0.959349593495935,0.7612903225806451,0.8489208633093525
nzb22,1.0,0.8583333333333333,0.9237668161434976,1.0,0.8571428571428571,0.923076923076923,1.0,0.8583333333333333,0.9237668161434976
nzbjo,0.9217391304347826,0.3925925925925926,0.5506493506493507,0.8508771929824561,0.36059479553903345,0.5065274151436031,0.8608695652173913,0.36666666666666664,0.5142857142857142
nzbkm,0.9751552795031055,0.5567375886524822,0.7088036117381489,0.95625,0.5444839857651246,0.6938775510204083,0.968944099378882,0.5531914893617021,0.7042889390519187
nzbpe,0.9310344827586207,0.5328947368421053,0.6778242677824269,0.8953488372093024,0.5099337748344371,0.649789029535865,0.8850574712643678,0.506578947368421,0.6443514644351463
nzbw5,0.9014084507042254,0.5663716814159292,0.6956521739130435,0.8428571428571429,0.5267857142857143,0.6483516483516484,0.8591549295774648,0.5398230088495575,0.6630434782608695
nzcb6,0.9621621621621622,0.2966666666666667,0.45350318471337575,0.9130434782608695,0.28046744574290483,0.4291187739463602,0.9405405405405406,0.29,0.44331210191082804
nzcec,0.8072289156626506,0.44966442953020136,0.5775862068965518,0.6951219512195121,0.38513513513513514,0.4956521739130435,0.6987951807228916,0.38926174496644295,0.5000000000000001
nzcg6,0.8813559322033898,0.5683060109289617,0.6910299003322258,0.8205128205128205,0.5274725274725275,0.6421404682274247,0.847457627118644,0.546448087431694,0.6644518272425248
nzcm4,0.926829268292683,0.8351648351648352,0.8786127167630058,0.9079754601226994,0.8176795580110497,0.8604651162790697,0.9146341463414634,0.8241758241758241,0.8670520231213872
nzcqq,0.8978102189781022,1.0,0.9461538461538462,0.8970588235294118,1.0,0.9457364341085273,0.8978102189781022,1.0,0.9461538461538462
nzd75,0.986159169550173,0.11984861227922625,0.21372328458942635,0.9618055555555556,0.11653344551956248,0.20787992495309568,0.9619377162629758,0.11690496215306981,0.2084739407574053
nzdoe,0.9384615384615385,0.4939271255060729,0.6472148541114058,0.8449612403100775,0.44308943089430897,0.5813333333333334,0.8846153846153846,0.46558704453441296,0.6100795755968169
nzdw2,0.9239130434782609,0.5059523809523809,0.653846153846154,0.8461538461538461,0.46107784431137727,0.5968992248062015,0.8478260869565217,0.4642857142857143,0.6000000000000001
nzdw9,0.9759036144578314,0.5126582278481012,0.6721991701244813,0.9390243902439024,0.49044585987261147,0.6443514644351463,0.9759036144578314,0.5126582278481012,0.6721991701244813
nzeam,0.9814814814814815,0.7361111111111112,0.8412698412698414,0.9627329192546584,0.7209302325581395,0.8244680851063829,0.9691358024691358,0.7268518518518519,0.8306878306878306
nzecd,0.9597989949748744,0.5520231213872833,0.7009174311926606,0.9040404040404041,0.518840579710145,0.6593001841620626,0.9246231155778895,0.5317919075144508,0.6752293577981651
nzegi,0.9655172413793104,0.35974304068522484,0.5241809672386896,0.9075144508670521,0.3369098712446352,0.49139280125195617,0.9367816091954023,0.3490364025695932,0.5085803432137286
nzejf,0.9767441860465116,0.1537522879804759,0.2656826568265683,0.9182879377431906,0.14407814407814407,0.24907651715039572,0.9534883720930233,0.150091519219036,0.2593568792830785
nzeup,0.9807692307692307,0.19391634980988592,0.3238095238095238,0.941747572815534,0.18476190476190477,0.30891719745222934,0.9519230769230769,0.188212927756654,0.3142857142857143
nzf74,0.9965156794425087,0.3283582089552239,0.49395509499136436,0.9685314685314685,0.31839080459770114,0.47923875432525953,0.9860627177700348,0.3249138920780712,0.48877374784110544
nzfli,0.9913544668587896,0.4365482233502538,0.6061674008810574,0.9653179190751445,0.4243964421855146,0.589585172109444,0.9827089337175793,0.43274111675126903,0.6008810572687224
nzfrp,0.9338842975206612,0.3717105263157895,0.5317647058823529,0.8416666666666667,0.3333333333333333,0.4775413711583924,0.8760330578512396,0.34868421052631576,0.49882352941176467
nzfsa,0.9753694581280788,0.33221476510067116,0.49561952440550694,0.9257425742574258,0.3142857142857143,0.46925972396486826,0.9458128078817734,0.3221476510067114,0.48060075093867327
nzfsl,0.9836956521739131,0.861904761904762,0.918781725888325,0.9562841530054644,0.8373205741626795,0.8928571428571429,0.9782608695652174,0.8571428571428571,0.9137055837563451
nzg66,0.9090909090909091,0.24866785079928952,0.3905160390516039,0.8235294117647058,0.22419928825622776,0.35244755244755244,0.8506493506493507,0.23268206039076378,0.36541143654114366
nzgzz,0.8818897637795275,0.6787878787878788,0.767123287671233,0.8492063492063492,0.6524390243902439,0.7379310344827587,0.8503937007874016,0.6545454545454545,0.7397260273972602
nzh40,0.98828125,0.7666666666666667,0.8634812286689421,0.9647058823529412,0.7477203647416414,0.8424657534246575,0.98046875,0.7606060606060606,0.8566552901023889
nzh6y,0.9954954954954955,0.24692737430167597,0.3957027752909579,0.9729119638826185,0.24091671324762437,0.38620071684587814,0.9887387387387387,0.24525139664804468,0.39301700984780663
nzhj5,0.9951219512195122,0.4503311258278146,0.6200607902735562,0.9656862745098039,0.4358407079646018,0.6006097560975611,0.9804878048780488,0.44370860927152317,0.6109422492401215
nzhoy,0.9818181818181818,0.6206896551724138,0.7605633802816901,0.9357798165137615,0.5895953757225434,0.723404255319149,0.9545454545454546,0.603448275862069,0.7394366197183099
nzicc,0.8142857142857143,0.5643564356435643,0.6666666666666667,0.7697841726618705,0.5323383084577115,0.6294117647058823,0.7785714285714286,0.5396039603960396,0.6374269005847955
nzihx,0.967741935483871,0.4090909090909091,0.5750798722044729,0.9130434782608695,0.3835616438356164,0.5401929260450161,0.946236559139785,0.4,0.562300319488818
nzis2,0.9685863874345549,0.4214123006833713,0.5873015873015873,0.9210526315789473,0.3995433789954338,0.5573248407643313,0.9424083769633508,0.41002277904328016,0.5714285714285714
nzit3,0.9320987654320988,0.8435754189944135,0.8856304985337243,0.906832298136646,0.8202247191011236,0.8613569321533924,0.9135802469135802,0.8268156424581006,0.8680351906158359
nzj1h,0.9121621621621622,0.9060402684563759,0.9090909090909091,0.8979591836734694,0.8918918918918919,0.8949152542372881,0.9054054054054054,0.8993288590604027,0.9023569023569022
nzji8,0.9409282700421941,0.2726161369193154,0.4227488151658768,0.864406779661017,0.24969400244798043,0.38746438746438744,0.890295358649789,0.25794621026894865,0.39999999999999997
nzjrt,0.87,0.375,0.5240963855421686,0.8080808080808081,0.3463203463203463,0.4848484848484848,0.8,0.3448275862068966,0.48192771084337355
nzjtx,0.9262295081967213,0.5255813953488372,0.6706231454005934,0.8760330578512396,0.4953271028037383,0.6328358208955224,0.8770491803278688,0.49767441860465117,0.6350148367952522
nzjx6,0.8787878787878788,0.6904761904761905,0.7733333333333333,0.8469387755102041,0.664,0.7443946188340808,0.8686868686868687,0.6825396825396826,0.7644444444444444
nzjzw,0.8874172185430463,0.6203703703703703,0.7302452316076294,0.8333333333333334,0.5813953488372093,0.684931506849315,0.8609271523178808,0.6018518518518519,0.7084468664850136
nzk4c,0.9020979020979021,0.2529411764705882,0.39509954058192953,0.8309859154929577,0.2318271119842829,0.3625192012288786,0.8601398601398601,0.2411764705882353,0.37672281776416544
nzk9x,0.9563106796116505,0.49622166246851385,0.6533996683250415,0.9073170731707317,0.4696969696969697,0.6189683860232946,0.9320388349514563,0.4836272040302267,0.6368159203980099
nzkdu,0.9814814814814815,0.2468944099378882,0.3945409429280397,0.9254658385093167,0.2317262830482115,0.3706467661691542,0.9382716049382716,0.2360248447204969,0.3771712158808933
nzkjv,0.9634146341463414,0.6752136752136753,0.7939698492462313,0.9259259259259259,0.646551724137931,0.7614213197969544,0.9634146341463414,0.6752136752136753,0.7939698492462313
nzkms,0.9716312056737588,0.2795918367346939,0.4342313787638669,0.9214285714285714,0.26380368098159507,0.41017488076311603,0.9361702127659575,0.2693877551020408,0.4183835182250396
nzl6u,0.9859154929577465,0.39106145251396646,0.5599999999999999,0.9142857142857143,0.3595505617977528,0.5161290322580646,0.9436619718309859,0.3743016759776536,0.536
nzlkr,0.949438202247191,0.17531120331950206,0.29597197898423816,0.8757062146892656,0.16095534787123572,0.2719298245614035,0.9101123595505618,0.16804979253112035,0.28371278458844135
nzm4u,0.9900990099009901,0.15299877600979192,0.26504108136761195,0.9623015873015873,0.14845423936333027,0.25722619994696366,0.9544554455445544,0.14749082007343942,0.25549960243837794
nzmjg,0.9223300970873787,0.8558558558558559,0.8878504672897196,0.9019607843137255,0.8363636363636363,0.8679245283018867,0.912621359223301,0.8468468468468469,0.8785046728971964
nzmoc,0.9615384615384616,0.42735042735042733,0.591715976331361,0.896774193548387,0.39714285714285713,0.5504950495049505,0.9102564102564102,0.4045584045584046,0.5601577909270217
nzmwy,0.8441558441558441,0.2813852813852814,0.42207792207792205,0.7894736842105263,0.2608695652173913,0.39215686274509803,0.7922077922077922,0.26406926406926406,0.3961038961038961
nzn0l,0.944,0.08104395604395605,0.14927261227071476,0.8387096774193549,0.07147766323024055,0.1317289423685877,0.896,0.07692307692307693,0.14168247944339027
nznbr,0.9715909090909091,0.3301158301158301,0.49279538904899134,0.9428571428571428,0.3191489361702128,0.47687861271676296,0.9602272727272727,0.32625482625482627,0.48703170028818443
nznin,0.9859154929577465,0.0587248322147651,0.11084718923198733,0.950530035335689,0.05642962030627229,0.10653465346534655,0.9823943661971831,0.05851510067114094,0.11045130641330166
nznpd,0.95625,0.9272727272727272,0.9415384615384615,0.9308176100628931,0.9024390243902439,0.9164086687306501,0.9375,0.9090909090909091,0.923076923076923
nzo3f,0.8931297709923665,1.0,0.9435483870967742,0.8923076923076924,1.0,0.9430894308943091,0.8931297709923665,1.0,0.9435483870967742
nzo8c,0.9848484848484849,0.4868913857677903,0.6516290726817043,0.9694656488549618,0.4774436090225564,0.6397984886649875,0.9621212121212122,0.4756554307116105,0.6365914786967418
